NAME,MASS,BINDING ENERGY,DESORPTION PREFACTOR,DIFFUSION BARRIER,DIFFUSION PREFACTOR,SOLID FRACTION,MONO FRACTION,VOLCANO FRACTION,ENTHALPY,Ix,Iy,Iz,SYMMETRY FACTOR
#H2O2,34,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.0,1.73,19.45,20.21,2
#CL,35,5172.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6,0.0,0.0,0.0,0
#HCL,36,5172.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.0,0.0,1.75,1.75,1
#C2N,38,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,674.0,-999.0,-999.0,-999.0,-1
#C3H2,38,5900.0,0.0,0.0,0.0,0.0,0.0,0.0,129.8,-999.0,-999.0,-999.0,-1
#CH3CCH,40,3000.0,0.0,0.0,0.0,0.0,0.0,0.5,45.8,3.15,59.29,59.29,3
#SIC,40,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,174.5,0.0,25.8,25.8,1
#CH3CN,41,4680.0,0.0,0.0,0.0,0.0,0.0,0.5,17.0,3.26,56.5,56.5,3
#CH2CO,42,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.6,1.79,49.48,51.27,2
#CH3CNH,42,3740.0,0.0,0.0,0.0,0.0,0.1,0.5,195.0,-999.0,-999.0,-999.0,-1
#OCN,42,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5,0.0,44.36,44.36,1
#CNO,42,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,44.36,44.36,1
#CH3CHCH2,42,3100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,10.89,54.34,62.12,1
#HNCO,43,4400.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.6,0.61,46.34,46.95,1
#HOCN,43,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-999.0,-999.0,-999.0,-1
#HCNO,43,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,40.9,0.29,44.7,44.98,1
#HONC,43,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,56.1,-999.0,-999.0,-999.0,-1
#SIO,44,3500.0,0.0,0.0,0.0,0.35,0.7,0.667,-24.3,0.0,23.55,23.55,1
#CO2,44,2600.0,0.0,0.0,0.0,0.0,0.24,0.92,-93.95,0.0,44.14,44.14,2
#CS,44,3200.0,0.0,0.0,0.0,0.0,0.7,0.667,65.3,0.0,21.43,21.43,1
#CH3CHO,44,5400.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.2,9.07,50.61,56.9,1
#HCS,45,2900.0,0.0,0.0,0.0,0.0,0.0,0.0,67.4,-999.0,-999.0,-999.0,-1
#HSIO,45,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.67,-999.0,-999.0,-999.0,-1
#NH2CHO,45,6300.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.6,6.89,44.64,51.47,1
#HCOO,45,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,-192.8,5.92,38.23,44.15,1
#HSC,45,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,107.7,-999.0,-999.0,-999.0,-1
#HOCO,45,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.4,3.07,44.33,47.4,1
#HCSH,46,3900.0,0.0,0.0,0.0,0.0,0.0,0.0,31.78,-999.0,-999.0,-999.0,-1
#NO2,46,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,2.16,39.52,41.68,2
#H2CS,46,4400.0,0.0,0.0,0.0,0.0,0.0,0.0,28.3,1.76,29.65,31.41,2
#H2SIO,46,4400.0,0.0,0.0,0.0,0.0,0.0,0.5,-44.78,-999.0,-999.0,-999.0,-1
#NS,46,1900.0,0.0,0.0,0.0,0.0,0.1,0.5,63.8,0.0,23.08,23.08,1
#HCOOH,46,5570.0,0.0,0.0,0.0,0.0,0.0,0.0,-88.8,6.59,42.69,49.27,1
#CH3OCH3,46,3150.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.8,19.19,50.35,57.08,2
#HNS,47,1823.0,0.0,0.0,0.0,0.0,0.0,0.0,49.9,0.87,26.69,27.57,1
#NSH,47,1693.0,0.0,0.0,0.0,0.0,0.0,0.0,71.54,-999.0,-999.0,-999.0,-1
#CH3S,47,4200.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,3.13,38.72,38.72,3
#CH2SH,47,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,35.85,-999.0,-999.0,-999.0,-1
#HNSH,48,1727.0,0.0,0.0,0.0,0.0,0.0,0.0,35.39,-999.0,-999.0,-999.0,-1
#NSH2,48,1818.0,0.0,0.0,0.0,0.0,0.0,0.0,90.71,-999.0,-999.0,-999.0,-1
#H2NS,48,1741.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,-999.0,-999.0,-999.0,-1
#CH3SH,48,3603.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8,5.04,40.2,41.94,1
#SO,48,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,25.11,25.11,1
#CH2SH2,48,3100.0,0.0,0.0,0.0,0.0,0.0,0.0,13.33,-999.0,-999.0,-999.0,-1
#HNSH2,49,1798.0,0.0,0.0,0.0,0.0,0.0,0.0,46.15,-999.0,-999.0,-999.0,-1
#H2NSH,49,1662.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.87,3.58,37.22,38.11,1
#H3NS,49,1538.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1,2.74,42.12,42.12,3
#HSO,49,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.26,-999.0,-999.0,-999.0,-1
#HOS,49,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.2,0.83,32.17,33.0,1
#C4H,49,3737.0,0.0,0.0,0.0,0.0,0.0,0.0,185.2,-999.0,-999.0,-999.0,-1
#HOSH,50,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.5,2.51,33.5,34.43,1
#C3N,50,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,78.98,-999.0,-999.0,-999.0,-1
#HC3N,51,4580.0,0.0,0.0,0.0,0.0,0.0,0.5,87.8,-999.0,-999.0,-999.0,-1
#NCCN,52,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,73.4,0.0,111.07,111.07,2
#SIC2,52,4300.0,0.0,0.0,0.0,0.0,0.0,0.0,149.4,10.15,39.97,50.12,2
#SIS,60,3800.0,0.0,0.0,0.0,0.0,0.7,0.667,25.0,0.0,58.01,58.01,1
#OCS,60,2400.0,0.0,0.0,0.0,0.0,0.0,0.5,-33.9,0.0,84.74,84.74,1
#HCOOCH3,60,6295.0,0.0,0.0,0.0,0.0,0.0,0.0,-82.3,25.17,73.76,95.73,1
#OCSH,61,3441.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.78,-999.0,-999.0,-999.0,-1
#OCHS,61,4272.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.26,-999.0,-999.0,-999.0,-1
#HOCS,61,3400.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.42,-999.0,-999.0,-999.0,-1
#C4N,62,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,-999.0,-999.0,-999.0,-1
#HCOSH,62,5736.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.55,-999.0,-999.0,-999.0,-1
#SIC3,64,5100.0,0.0,0.0,0.0,0.0,0.0,0.0,106.55,-999.0,-999.0,-999.0,-1
#SO2,64,3400.0,0.0,0.0,0.0,0.0,0.0,0.5,-70.3,9.33,52.06,61.38,2
#S2,64,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,30.7,0.0,60.09,60.09,2
#HS2,65,5200.0,0.0,0.0,0.0,0.0,0.0,0.0,7.55,-999.0,-999.0,-999.0,-1
#HSO2,65,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,-62.77,-999.0,-999.0,-999.0,-1
#HOSO,65,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,-88.81,-999.0,-999.0,-999.0,-1
#H2S2,66,5400.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,3.56,76.09,76.12,2
#CS2,76,2832.0,0.0,0.0,0.0,0.0,0.0,0.0,27.7,0.0,156.65,156.65,2
@H,1,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,51.63,0.0,0.0,0.0,0
@H2,2,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.28,2
@HE,4,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
@C,12,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0
@CH,13,5600.0,0.0,0.0,0.0,0.35,0.7,0.667,142.0,0.0,1.29,1.29,1
@CH2,14,5600.0,0.0,0.0,0.0,0.0,0.7,0.667,93.2,0.37,2.02,2.39,2
@N,14,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,112.5,0.0,0.0,0.0,0
@CH3,15,5600.0,0.0,0.0,0.0,0.0,0.7,0.667,35.8,1.81,1.81,3.62,6
@NH,15,5600.0,0.0,0.0,0.0,0.0,0.7,0.667,85.7,0.0,1.1,1.1,1
@CH4,16,5600.0,0.0,0.0,0.0,0.0,0.7,0.667,-15.9,3.19,3.19,3.19,12
@NH2,16,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,45.2,0.73,1.29,2.02,2
@O,16,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0
@NH3,17,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.3,1.82,1.82,2.63,3
@OH,17,5600.0,0.0,0.0,0.0,0.0,0.7,0.667,8.9,0.0,1.0,1.0,1
@H2O,18,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,-57.1,0.71,1.14,1.85,2
@C2,24,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,196.6,0.0,9.69,9.69,2
@MG,24,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,34.9,0.0,0.0,0.0,0
@C2H,25,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,11.98,11.98,1
@C2H2,26,5600.0,0.0,0.0,0.0,0.0,0.1,0.5,54.5,0.0,14.84,14.84,2
@CN,26,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,437.0,0.0,9.16,9.16,1
@HCN,27,5600.0,0.0,0.0,0.0,0.0,0.1,0.5,31.6,0.0,11.88,11.88,1
@HNC,27,5600.0,0.0,0.0,0.0,0.0,0.1,0.5,46.4,0.0,11.51,11.51,1
@C2H3,27,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,71.2,2.26,15.89,18.24,1
@CO,28,5600.0,0.0,0.0,0.0,0.35,0.7,0.667,-27.2,0.0,8.84,8.84,1
@N2,28,5600.0,0.0,0.0,0.0,0.35,0.7,0.667,0.0,0.0,8.77,8.77,2
@H2CN,28,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,57.9,1.81,13.49,15.3,2
@C2H4,28,5600.0,0.0,0.0,0.0,0.0,0.0,0.5,14.6,3.44,16.86,20.3,4
@SI,28,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,106.5,0.0,0.0,0.0,0
@SIH,29,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,87.7,0.0,2.38,2.38,1
@HCO,29,5600.0,0.0,0.0,0.0,0.0,0.1,0.5,9.9,0.75,11.6,12.35,1
@C2H5,29,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,31.5,4.87,22.29,24.03,1
@NO,30,5600.0,0.0,0.0,0.0,0.0,0.7,0.667,21.63,0.0,11.12,11.12,1
@H2CO,30,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.1,1.8,13.45,15.25,2
@SIH2,30,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,65.7,2.08,2.43,4.5,2
@CH2NH2,30,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,38.2,-999.0,-999.0,-999.0,-1
@SIH3,31,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,49.2,3.58,3.58,6.04,3
@HNO,31,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3,0.96,12.15,13.11,1
@CH2OH,31,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6,2.73,17.12,19.57,1
@CH3O,31,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,3.15,18.6,18.6,1
@CH3NH2,31,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9,5.06,22.53,23.3,1
@O2,32,5600.0,0.0,0.0,0.0,0.35,0.7,0.667,0.0,0.0,13.47,13.47,2
@CH3OH,32,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.4,4.05,20.6,21.38,1
@SIH4,32,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,5.97,5.97,5.97,12
@S,32,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,65.7,0.0,0.0,0.0,0
@O2H,33,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,3.63,0.82,15.02,15.84,1
@HS,33,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,33.5,0.0,1.85,1.85,1
@H2S,34,5600.0,0.0,0.0,0.0,0.0,0.1,0.5,-4.2,1.74,1.88,3.58,2
@H2O2,34,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.0,1.73,19.45,20.21,2
@CL,35,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6,0.0,0.0,0.0,0
@HCL,36,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.0,0.0,1.75,1.75,1
@C2N,38,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,674.0,-999.0,-999.0,-999.0,-1
@C3H2,38,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,129.8,-999.0,-999.0,-999.0,-1
@CH3CCH,40,5600.0,0.0,0.0,0.0,0.0,0.0,0.5,45.8,3.15,59.29,59.29,3
@SIC,40,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,174.5,0.0,25.8,25.8,1
@CH3CN,41,5600.0,0.0,0.0,0.0,0.0,0.0,0.5,17.0,3.26,56.5,56.5,3
@CH2CO,42,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.6,1.79,49.48,51.27,2
@CH3CNH,42,5600.0,0.0,0.0,0.0,0.0,0.1,0.5,195.0,-999.0,-999.0,-999.0,-1
@OCN,42,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5,0.0,44.36,44.36,1
@CNO,42,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,44.36,44.36,1
@CH3CHCH2,42,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,10.89,54.34,62.12,1
@HNCO,43,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.6,0.61,46.34,46.95,1
@HOCN,43,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-999.0,-999.0,-999.0,-1
@HCNO,43,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,40.9,0.29,44.7,44.98,1
@HONC,43,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,56.1,-999.0,-999.0,-999.0,-1
@SIO,44,5600.0,0.0,0.0,0.0,0.35,0.7,0.667,-24.3,0.0,23.55,23.55,1
@CO2,44,5600.0,0.0,0.0,0.0,0.0,0.24,0.92,-93.95,0.0,44.14,44.14,2
@CS,44,5600.0,0.0,0.0,0.0,0.0,0.7,0.667,65.3,0.0,21.43,21.43,1
@CH3CHO,44,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.2,9.07,50.61,56.9,1
@HCS,45,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,67.4,-999.0,-999.0,-999.0,-1
@HSIO,45,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.67,-999.0,-999.0,-999.0,-1
@NH2CHO,45,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.6,6.89,44.64,51.47,1
@HCOO,45,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,-192.8,5.92,38.23,44.15,1
@HSC,45,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,107.7,-999.0,-999.0,-999.0,-1
@HOCO,45,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.4,3.07,44.33,47.4,1
@HCSH,46,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,31.78,-999.0,-999.0,-999.0,-1
@NO2,46,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,2.16,39.52,41.68,2
@H2CS,46,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,28.3,1.76,29.65,31.41,2
@H2SIO,46,5600.0,0.0,0.0,0.0,0.0,0.0,0.5,-44.78,-999.0,-999.0,-999.0,-1
@NS,46,5600.0,0.0,0.0,0.0,0.0,0.1,0.5,63.8,0.0,23.08,23.08,1
@HCOOH,46,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,-88.8,6.59,42.69,49.27,1
@CH3OCH3,46,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.8,19.19,50.35,57.08,2
@HNS,47,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,49.9,0.87,26.69,27.57,1
@NSH,47,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,71.54,-999.0,-999.0,-999.0,-1
@CH3S,47,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,3.13,38.72,38.72,3
@CH2SH,47,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,35.85,-999.0,-999.0,-999.0,-1
@HNSH,48,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,35.39,-999.0,-999.0,-999.0,-1
@NSH2,48,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,90.71,-999.0,-999.0,-999.0,-1
@H2NS,48,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,-999.0,-999.0,-999.0,-1
@CH3SH,48,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8,5.04,40.2,41.94,1
@SO,48,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,25.11,25.11,1
@CH2SH2,48,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,13.33,-999.0,-999.0,-999.0,-1
@HNSH2,49,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,46.15,-999.0,-999.0,-999.0,-1
@H2NSH,49,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.87,3.58,37.22,38.11,1
@H3NS,49,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1,2.74,42.12,42.12,3
@HSO,49,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.26,-999.0,-999.0,-999.0,-1
@HOS,49,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.2,0.83,32.17,33.0,1
@C4H,49,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,185.2,-999.0,-999.0,-999.0,-1
@HOSH,50,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.5,2.51,33.5,34.43,1
@C3N,50,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,78.98,-999.0,-999.0,-999.0,-1
@HC3N,51,5600.0,0.0,0.0,0.0,0.0,0.0,0.5,87.8,-999.0,-999.0,-999.0,-1
@NCCN,52,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,73.4,0.0,111.07,111.07,2
@SIC2,52,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,149.4,10.15,39.97,50.12,2
@SIS,60,5600.0,0.0,0.0,0.0,0.0,0.7,0.667,25.0,0.0,58.01,58.01,1
@OCS,60,5600.0,0.0,0.0,0.0,0.0,0.0,0.5,-33.9,0.0,84.74,84.74,1
@HCOOCH3,60,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,-82.3,25.17,73.76,95.73,1
@OCSH,61,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.78,-999.0,-999.0,-999.0,-1
@OCHS,61,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.26,-999.0,-999.0,-999.0,-1
@HOCS,61,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.42,-999.0,-999.0,-999.0,-1
@C4N,62,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,-999.0,-999.0,-999.0,-1
@HCOSH,62,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.55,-999.0,-999.0,-999.0,-1
@SIC3,64,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,106.55,-999.0,-999.0,-999.0,-1
@SO2,64,5600.0,0.0,0.0,0.0,0.0,0.0,0.5,-70.3,9.33,52.06,61.38,2
@S2,64,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,30.7,0.0,60.09,60.09,2
@HS2,65,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,7.55,-999.0,-999.0,-999.0,-1
@HSO2,65,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,-62.77,-999.0,-999.0,-999.0,-1
@HOSO,65,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,-88.81,-999.0,-999.0,-999.0,-1
@H2S2,66,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,3.56,76.09,76.12,2
@CS2,76,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,27.7,0.0,156.65,156.65,2
E-,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BULK,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999
SURFACE,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999
